name,city,brewery_type,url,address,address_2,postal_code,state_province,phone,website_url,social_media,country
Three Lakes Brewing,Kelowna,"['Accessibility & Inclusion', 'Beer Service', 'Cider', 'Experience', 'Family Friendly', 'Food Service', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Non Alc Beer Available', 'Snacks', 'Tasting Room Kitchen', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/three-lakes-brewing-co/,Matrix Crescent,#7 - 2030,V1V 0G5,BC,2508085430,https://threelakesbrewing.com/,"['https://www.facebook.com/threelakesbrewing', 'https://www.instagram.com/threelakesbrewing/']",Canada
Three Ranges Brewing Company,Valemount,"['Beer Service', 'Cider', 'Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out', 'Wine']",https://bcaletrail.ca/breweries/three-ranges-brewing-company/,1160 5th Avenue,N/A,N/A,BC,2505660024,https://threeranges.com/,"['https://twitter.com/threeranges', 'https://www.facebook.com/ThreeRangesBrewingCompany/', 'https://www.instagram.com/threerangesbrewing/', 'https://untappd.com/ThreeRanges']",Canada
Tin Whistle Brewing,Penticton,"['Bike Racks', 'Board Games', 'Dog Friendly Patio', 'Family Friendly', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Non Alc Beer Producer', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/tin-whistle-brewing-co/,1475 Fairview Rd,N/A,V2A 7W5,BC,2507701122,https://www.tinwhistlebrewery.com/,"['https://twitter.com/tinwhistlebrew', 'https://www.facebook.com/TinWhistleBrew/', 'https://www.instagram.com/thetinwhistle/', 'https://untappd.com/w/tin-whistle-brewing-company/6156']",Canada
Tinhouse Brewing,Port Coquitlam,"['Barrels', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Live Music', 'Merchandise', 'Shopping', 'Take-Out', 'Videogames', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/tinhouse-brewing/,Sherling Place,#2140-550,V3B 0J6,BC,6044743434,http://www.tinhousebrewing.ca/,"['https://twitter.com/tinhousebrewing', 'https://www.facebook.com/TinHouseBrewing', 'https://www.instagram.com/tinhousebrewing']",Canada
Tofino Brewing,Tofino,"['Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Patio', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/tofino-brewing/,691 Industrial Way,N/A,V0R 2Z0,BC,2507252899,http://tofinobrewingco.com,"['https://twitter.com/TofinoBrewCo', 'https://www.facebook.com/TofinoBrewCo/', 'https://www.instagram.com/tofinobrewco/', 'https://untappd.com/TofinoBrewingCompany']",Canada
Torchlight Brewing,Nelson,"['Barrels', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Shopping', 'Wine']",https://bcaletrail.ca/breweries/torchlight-brewing-co/,125 Hall Street,N/A,V1L 7B4,BC,2503520094,http://www.torchlightbrewing.com/,"['https://twitter.com/Brew_Torchlight', 'https://www.facebook.com/brewtorchlight/', 'https://www.instagram.com/torchlightbrewing', 'https://untappd.com/TorchlightBrewingCompany']",Canada
Townsite Brewing,Powell River,"['Barrels', 'Beer Service', 'Cider', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/townsite-brewing/,5824 Ash Ave,N/A,V8A 4R4,BC,6044832111,http://townsitebrewing.com/,"['https://twitter.com/townsitebrewing', 'https://www.facebook.com/townsitebrewing/', 'https://www.instagram.com/townsitebrewing/', 'https://www.untappd.com/TownsiteBrewing']",Canada
Trading Post Brewing,Langley,"['Barrels', 'Cider', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Take-Out', 'Tasting Room Kitchen', 'Wine']",https://bcaletrail.ca/breweries/trading-post-brewing/,Avenue,#107 - 20120 64,V2Y 1M7,BC,6043432337,http://tradingpostbrewing.com,"['https://twitter.com/tradingpostbrew', 'https://www.facebook.com/TradingPostBrewing/', 'https://www.instagram.com/tradingpostbrewing/', 'https://untappd.com/TradingPostBrewing']",Canada
Trench Brewing & Distilling,Prince George,"['Distilling', 'Experience', 'Family Friendly', 'Food Service', 'Growler Fills', 'Has Tours', 'Merchandise', 'Snacks', 'What Else?']",https://bcaletrail.ca/breweries/trench-brewing-distilling/,399 2nd Ave,N/A,N/A,BC,2364230065,http://www.trenchbrew.ca,"['https://twitter.com/trenchbrewing', 'https://www.facebook.com/trenchbrew/', 'https://www.instagram.com/trenchbrewing/', 'https://untappd.com/TrenchBrew']",Canada
Twa Dogs Brewery at Macaloney’s Island Distillery,Victoria,"['All Weather Patio', 'Bike Racks', 'Board Games', 'Craft Sodas', 'Distilling', 'Dog Friendly Patio', 'Educational events', 'Family Friendly', 'Gluten-Free Beer', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Online Shopping - Merch', 'Snacks', 'Spirits', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/twa-dogs-brewery/,761 Enterprise Crescent,N/A,N/A,BC,7784010410,https://macaloneydistillers.com/lounge/,"['https://www.facebook.com/twadogsbrewery', 'https://www.instagram.com/twadogsbrewery/', 'https://untappd.com/TwaDogsBeer']",Canada
Twin City Brewing Co,Port Alberni,"['Brewpub', 'Events', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'Growler Fills', 'Live Music', 'Merchandise', 'Pizza', 'Take-Out', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/twin-city-brewing-company/,4503 Margaret St,N/A,V9Y 6G8,BC,7784192739,http://twincitybrewing.ca,"['https://twitter.com/twincitybrewing', 'https://www.facebook.com/twincitybrew/', 'https://www.instagram.com/twincitybrewing/', 'https://untappd.com/TwinCityBrewing']",Canada
Twin Sails Brewing,Port Moody,"['Barrels', 'Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/twin-sails-brewing/,2821 Murray St,N/A,V3H 1X3,BC,6044924234,http://twinsailsbrewing.com,"['https://twitter.com/TwinSailsBeer', 'https://www.facebook.com/TwinSailsBrewing/', 'https://www.instagram.com/twinsailsbeer/', 'https://untappd.com/TwinSailsBrewing']",Canada
Two Peaks Brewing,Kitimat,"['Beer Service', 'Cocktails', 'Experience', 'Food Service', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Patio', 'Restaurant Connected', 'What Else?', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/two-peaks-brewing/,578 Mountainview Sq,N/A,V8C 1T5,BC,7786312739,https://twopeaksbrewing.ca/,"['https://www.facebook.com/profile.php?id=100063740327983', 'https://www.instagram.com/twopeaksbrewing/']",Canada
Ucluelet Brewing,Ucluelet,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/ucluelet-brewing/,1601 Peninsula Rd,N/A,N/A,BC,2507260499,https://uclueletbrewing.ca/,"['https://twitter.com/BrewUkee', 'https://www.facebook.com/pg/brewukee', 'https://www.instagram.com/ucluelet_brewing_co/', 'https://untappd.com/UclueletBrewing']",Canada
Unleashed Brewing,Kelowna,"['Cider', 'Crowlers', 'Family Friendly', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/unleashed-brewing/,207-880 Clement Ave,N/A,V1Y 0H8,BC,2507178817,https://unleashedbrewing.ca/,"['https://www.facebook.com/unleashedbrewingco/', 'https://www.instagram.com/unleashedbrewingco/']",Canada
Vancouver Island Brewing,Victoria,[''],https://bcaletrail.ca/breweries/vi-brewing/,2330 Government St,N/A,V8T 5G5,BC,25036210007,http://vibrewing.com/,"['https://twitter.com/vibrewing', 'https://www.facebook.com/vibrewing/', 'https://www.instagram.com/vibrewing/', 'https://untappd.com/vibrewing']",Canada
Way Back Brew Co.,Surrey,"['Accessibility & Inclusion', 'Beer Service', 'Craft Sodas', 'Food Service', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Keg Sales/Rentals', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/way-back-brew-co/,a,Unit116 - 15063 54,V3S 5X7,BC,N/A,https://www.waybackbrewco.com/,"['https://www.facebook.com/waybackbrewingco', 'https://www.instagram.com/waybackbrewco/']",Canada
Wheelhouse Brewing Company,Prince Rupert,"['Canada Post delivery across BC', 'Family Friendly', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/wheelhouse-brewing-company/,380 Bill Murray Dr,N/A,V8J 4P5,BC,2506242739,https://www.wheelhousebrewing.com/,"['https://twitter.com/wheelhousebeer', 'https://www.facebook.com/wheelhousebrewing/', 'https://www.instagram.com/wheelhousebeer/', 'https://untappd.com/WheelhouseBrewingCompany']",Canada
Whistle Buoy Brewing,Victoria,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Guest Taps', 'Kombucha', 'Merchandise', 'Non Alc Beer Producer', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Outside food permitted', 'Patio', 'Safe Space Signage', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/whistle-buoy-brewing-co/,Johnson St.,Unit63 - 560,V8W 3C6,BC,N/A,https://whistlebuoybrewing.com/,"['https://www.facebook.com/whistlebuoybrewing/', 'https://www.instagram.com/whistlebuoybrewing/', 'https://untappd.com/WhistleBuoyBrewingCo']",Canada
Whistler Brewing Company,Whistler,"['Brewpub', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise']",https://bcaletrail.ca/breweries/whistler-brewing-co/,1045 Millar Creek Rd,N/A,V0N 1B1,BC,6049628889,http://whistlerbeer.com,"['https://twitter.com/whistlerbrewing', 'https://www.facebook.com/WhistlerBrewing/', 'https://www.instagram.com/whistlerbrewing/', 'https://untappd.com/WhistlerBrewing']",Canada
White Rock Beach Beer Co.,White Rock,"['Family Friendly', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Restaurant Connected', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/white-rock-beach-beer-company/,15181 Russell Ave,N/A,V4B 3Z6,BC,7788085416,http://whiterockbeachbeer.com,"['https://twitter.com/WRBeachBeer', 'https://www.facebook.com/White-Rock-Beach-Beer-Company-277772139071094/', 'https://www.instagram.com/WRBeachBeer/', 'https://untappd.com/w/white-rock-beach-beer-company/125603']",Canada
White Sails Brewing,Nanaimo,"['Accessibility & Inclusion', 'Beer Service', 'Cask Beer', 'Cider', 'Cocktails', 'Coffee', 'Craft Sodas', 'Experience', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Videogames', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/white-sails-brewing/,125 Comox Rd,N/A,V9R 3H9,BC,2507542337,http://whitesailsbrewing.com,"['https://twitter.com/whitesailsbeer', 'https://www.facebook.com/whitesailsbrewing/', 'https://www.instagram.com/whitesailsbrewing/', 'https://untappd.com/WhiteSailsBrewing']",Canada
Whitetooth Brewing,Golden,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/whitetooth-brewing-company-ltd/,623 8th Avenue North,N/A,N/A,BC,2503442838,http://whitetoothbrewing.com,"['https://twitter.com/whitetoothbrew', 'https://www.facebook.com/WhitetoothBrewing/', 'https://www.instagram.com/whitetoothbrew/', 'https://untappd.com/WhitetoothBrewing']",Canada
Wild Ambition Brewing,Kelowna,"['Barrels', 'Beer Service', 'Canada Post delivery across BC', 'Family Friendly', 'Has Tours']",https://bcaletrail.ca/breweries/wild-ambition-brewing/,1-3314 Appaloosa Rd,N/A,V1V 2W5,BC,N/A,https://wildambition.beer/,"['https://twitter.com/WildAmbitionBC', 'https://www.facebook.com/wildambitionbrewing/', 'https://www.instagram.com/wildambitionbrewing/', 'https://untappd.com/WildAmbitionBrewing']",Canada
Wild North Brewing Co,Creston,"['Cider', 'Delivery from Local Restaurants Available', 'Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Patio', 'Snacks', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/wild-north-brewing/,125 16th Ave N,N/A,V0B 1G0,BC,2504318624,https://wildnorthbrewery.ca/,"['https://www.facebook.com/wildnorthbrewingco/', 'https://www.instagram.com/wildnorthbrewing/', 'https://untappd.com/WildNorthBrewingCo']",Canada
Wildeye Brewing,North Vancouver,"['Brewpub', 'Cider', 'Family Friendly', 'Food Service', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Margaritas', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Shopping', 'Snacks', 'What Else?', 'Wine']",https://bcaletrail.ca/breweries/wildeye-brewing/,1385 Main Street,N/A,N/A,BC,6049881900,http://www.wildeyebrewing.ca/,"['https://www.facebook.com/wildeyebrewing/', 'https://www.instagram.com/wildeyebrewing', 'https://untappd.com/WildeyeBrewing']",Canada
Wolf Brewing Company,Nanaimo,"['All Weather Patio', 'Beer Service', 'Bike Racks', 'Board Games', 'Cask Beer', 'Cider', 'Cocktails', 'Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Events', 'Experience', 'Family Friendly', 'Gender Neutral Washrooms', 'Gluten-Free Beer', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Pizza', 'Tasting Room Kitchen', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/wolf-brewing-company/,940 Old Victoria Rd,N/A,V9R 6Z8,BC,2507162739,http://wolfbrewingcompany.com,"['https://www.facebook.com/Wolf.Nanaimo/', 'https://www.instagram.com/wolfbrewingcompany/', 'https://untappd.com/w/wolf-brewing/11376']",Canada
Yaletown Brewing,Vancouver,"['Brewpub', 'Family Friendly', 'Growler Fills']",https://bcaletrail.ca/breweries/yaletown-brewing-co/,1111 Mainland St,N/A,V6B 2T9,BC,6046812739,http://www.mjg.ca/yaletown/,"['https://www.facebook.com/YBC-Yaletown-Brewing-Company-Official-Page-61928961678/', 'https://www.instagram.com/yaletownbrewingco/', 'https://untappd.com/w/yaletown-brewing-company/1381']",Canada
Yellow Dog Brewing,Port Moody,"['Barrels', 'Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Picnics', 'Snacks']",https://bcaletrail.ca/breweries/yellow-dog-brewing/,1,2817 Murray St #,V3H 1X3,BC,6044920191,http://yellowdogbeer.com,"['https://twitter.com/yellowdogbeer', 'https://www.facebook.com/YellowDogBeer/', 'https://www.instagram.com/yellowdogbeer/', 'https://untappd.com/YellowDogBrewingCo']",Canada
Yellow Dog Brewing Penticton,Penticton,"['Cocktails', 'Dog Friendly Zone', 'Experience', 'Food Service', 'Patio', 'Spirits', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/yellow-dog-brewing-penticton/,169 Estabrook Ave,N/A,V2A 1G2,BC,N/A,https://yellowdogbeer.com/penticton-tasting-room/,"['https://www.facebook.com/YellowDogBeer', 'https://www.instagram.com/yellowdogbeer/', 'https://untappd.com/YellowDogBrew']",Canada
